Mod:Item:MetaData, Localized Name
tconstruct:large_sword_blade:0, Bronze Large Sword Blade
tconstruct:large_sword_blade:0, Lead Large Sword Blade
tconstruct:large_sword_blade:0, Silver Large Sword Blade
tconstruct:large_sword_blade:0, Electrum Large Sword Blade
tconstruct:large_sword_blade:0, Steel Large Sword Blade
tconstruct:large_sword_blade:0, Magical Wooden Large Sword Blade
tconstruct:large_sword_blade:0, Evil Infused Large Sword Blade
tconstruct:large_sword_blade:0, Enchanted Large Sword Blade
tconstruct:large_sword_blade:0, Demonic Large Sword Blade
tconstruct:large_sword_blade:0, Prosperity Shard Large Sword Blade
tconstruct:large_sword_blade:0, Soulium Large Sword Blade
tconstruct:large_sword_blade:0, Base Essence Large Sword Blade
tconstruct:large_sword_blade:0, Inferium Large Sword Blade
tconstruct:large_sword_blade:0, Prudentium Large Sword Blade
tconstruct:large_sword_blade:0, Intermedium Large Sword Blade
tconstruct:large_sword_blade:0, Superium Large Sword Blade
tconstruct:large_sword_blade:0, Supremium Large Sword Blade
tconstruct:large_sword_blade:0, Plastic Large Sword Blade
tconstruct:large_sword_blade:0, Pink Slime Large Sword Blade
tconstruct:large_sword_blade:0, Reinforced Pink Slime Large Sword Blade
tconstruct:large_sword_blade:0, Enderium Large Sword Blade
tconstruct:large_sword_blade:0, Platinum Large Sword Blade
tconstruct:large_sword_blade:0, Iridium Large Sword Blade
tconstruct:large_sword_blade:0, Mithril Large Sword Blade
tconstruct:large_sword_blade:0, Signalum Large Sword Blade
tconstruct:large_sword_blade:0, Lumium Large Sword Blade
tconstruct:large_sword_blade:0, Constantan Large Sword Blade
tconstruct:large_sword_blade:0, Invar Large Sword Blade
tconstruct:large_sword_blade:0, Nickel Large Sword Blade
tconstruct:large_sword_blade:0, Tin Large Sword Blade
tconstruct:large_sword_blade:0, Brass Large Sword Blade
tconstruct:large_sword_blade:0, Aluminum Large Sword Blade
tconstruct:large_sword_blade:0, Zinc Large Sword Blade
tconstruct:large_sword_blade:0, Refined Obsidian Large Sword Blade
tconstruct:large_sword_blade:0, Refined Glowstone Large Sword Blade
tconstruct:large_sword_blade:0, Osmium Large Sword Blade
tconstruct:large_sword_blade:0, Manasteel Large Sword Blade
tconstruct:large_sword_blade:0, Terrasteel Large Sword Blade
tconstruct:large_sword_blade:0, Elementium Large Sword Blade
tconstruct:large_sword_blade:0, Gaia Spirit Large Sword Blade
tconstruct:large_sword_blade:0, Yellorium Large Sword Blade
tconstruct:large_sword_blade:0, Cyanite Large Sword Blade
tconstruct:large_sword_blade:0, Blutonium Large Sword Blade
tconstruct:large_sword_blade:0, Ludicrite Large Sword Blade
tconstruct:large_sword_blade:0, Quartz Enriched Iron Large Sword Blade
tconstruct:large_sword_blade:0, Draconium Large Sword Blade
tconstruct:large_sword_blade:0, Wyvern Draconium Large Sword Blade
tconstruct:large_sword_blade:0, Awakened Draconium Large Sword Blade
tconstruct:large_sword_blade:0, Chaotic Draconium Large Sword Blade
tconstruct:large_sword_blade:0, Psimetal Large Sword Blade
tconstruct:large_sword_blade:0, Psigem Large Sword Blade
tconstruct:large_sword_blade:0, Ivory Psimetal Large Sword Blade
tconstruct:large_sword_blade:0, Ebony Psimetal Large Sword Blade
tconstruct:large_sword_blade:0, Dark Matter Large Sword Blade
tconstruct:large_sword_blade:0, Red Matter Large Sword Blade
tconstruct:large_sword_blade:0, Fluxed Electrum Large Sword Blade
tconstruct:large_sword_blade:0, Refined Iron Large Sword Blade
tconstruct:large_sword_blade:0, Tungsten Large Sword Blade
tconstruct:large_sword_blade:0, Titanium Large Sword Blade
tconstruct:large_sword_blade:0, Chrome Large Sword Blade
tconstruct:large_sword_blade:0, Advanced Alloy Large Sword Blade
tconstruct:large_sword_blade:0, Ruby Large Sword Blade
tconstruct:large_sword_blade:0, Sapphire Large Sword Blade
tconstruct:large_sword_blade:0, Peridot Large Sword Blade
tconstruct:large_sword_blade:0, Yellow Garnet Large Sword Blade
tconstruct:large_sword_blade:0, Red Garnet Large Sword Blade
tconstruct:large_sword_blade:0, Rubber Large Sword Blade
tconstruct:large_sword_blade:0, Certus Quartz Large Sword Blade
tconstruct:large_sword_blade:0, Fluix Crystal Large Sword Blade
tconstruct:large_sword_blade:0, Insanium Large Sword Blade
tconstruct:large_sword_blade:0, Alumite Large Sword Blade
tconstruct:large_sword_blade:0, Psimetal Large Sword Blade
tconstruct:large_sword_blade:0, Infinity Large Sword Blade
tconstruct:large_sword_blade:0, Certus Quartz Large Sword Blade
tconstruct:large_sword_blade:0, Fluix Crystal Large Sword Blade
tconstruct:large_sword_blade:0, Emerald Large Sword Blade
tconstruct:hammer_head:0, Electrical Hammer Head
tconstruct:hammer_head:0, Energetic Hammer Head
tconstruct:hammer_head:0, Vibrant Hammer Head
tconstruct:hammer_head:0, Red Hammer Head
tconstruct:hammer_head:0, Conductive Hammer Head
tconstruct:hammer_head:0, Pulsating Hammer Head
tconstruct:hammer_head:0, Dark Hammer Head
tconstruct:hammer_head:0, Souled Hammer Head
tconstruct:hammer_head:0, Hammer Head of the End
tconstruct:hammer_head:0, Fake-Iron Hammer Head
tconstruct:hammer_head:0, Wooden Hammer Head
tconstruct:hammer_head:0, Stone Hammer Head
tconstruct:hammer_head:0, Flint Hammer Head
tconstruct:hammer_head:0, Cactus Hammer Head
tconstruct:hammer_head:0, Bone Hammer Head
tconstruct:hammer_head:0, Obsidian Hammer Head
tconstruct:hammer_head:0, Prismarine Hammer Head
tconstruct:hammer_head:0, End Hammer Head
tconstruct:hammer_head:0, Paper Hammer Head
tconstruct:hammer_head:0, Sponge Hammer Head
tconstruct:hammer_head:0, Firewood Hammer Head
tconstruct:hammer_head:0, Iron Hammer Head
tconstruct:hammer_head:0, Pig Iron Hammer Head
tconstruct:hammer_head:0, Knightslime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Magma Slime Hammer Head
tconstruct:hammer_head:0, Netherrack Hammer Head
tconstruct:hammer_head:0, Cobalt Hammer Head
tconstruct:hammer_head:0, Ardite Hammer Head
tconstruct:hammer_head:0, Manyullyn Hammer Head
tconstruct:hammer_head:0, Copper Hammer Head
tconstruct:hammer_head:0, Bronze Hammer Head
tconstruct:hammer_head:0, Lead Hammer Head
tconstruct:hammer_head:0, Silver Hammer Head
tconstruct:hammer_head:0, Electrum Hammer Head
tconstruct:hammer_head:0, Steel Hammer Head
tconstruct:hammer_head:0, Magical Wooden Hammer Head
tconstruct:hammer_head:0, Evil Infused Hammer Head
tconstruct:hammer_head:0, Enchanted Hammer Head
tconstruct:hammer_head:0, Demonic Hammer Head
tconstruct:hammer_head:0, Prosperity Shard Hammer Head
tconstruct:hammer_head:0, Soulium Hammer Head
tconstruct:hammer_head:0, Base Essence Hammer Head
tconstruct:hammer_head:0, Inferium Hammer Head
tconstruct:hammer_head:0, Prudentium Hammer Head
tconstruct:hammer_head:0, Intermedium Hammer Head
tconstruct:hammer_head:0, Superium Hammer Head
tconstruct:hammer_head:0, Supremium Hammer Head
tconstruct:hammer_head:0, Plastic Hammer Head
tconstruct:hammer_head:0, Pink Slime Hammer Head
tconstruct:hammer_head:0, Reinforced Pink Slime Hammer Head
tconstruct:hammer_head:0, Enderium Hammer Head
tconstruct:hammer_head:0, Platinum Hammer Head
tconstruct:hammer_head:0, Iridium Hammer Head
tconstruct:hammer_head:0, Mithril Hammer Head
tconstruct:hammer_head:0, Signalum Hammer Head
tconstruct:hammer_head:0, Lumium Hammer Head
tconstruct:hammer_head:0, Constantan Hammer Head
tconstruct:hammer_head:0, Invar Hammer Head
tconstruct:hammer_head:0, Nickel Hammer Head
tconstruct:hammer_head:0, Tin Hammer Head
tconstruct:hammer_head:0, Brass Hammer Head
tconstruct:hammer_head:0, Aluminum Hammer Head
tconstruct:hammer_head:0, Zinc Hammer Head
tconstruct:hammer_head:0, Refined Obsidian Hammer Head
tconstruct:hammer_head:0, Refined Glowstone Hammer Head
tconstruct:hammer_head:0, Osmium Hammer Head
tconstruct:hammer_head:0, Manasteel Hammer Head
tconstruct:hammer_head:0, Terrasteel Hammer Head
tconstruct:hammer_head:0, Elementium Hammer Head
tconstruct:hammer_head:0, Gaia Spirit Hammer Head
tconstruct:hammer_head:0, Yellorium Hammer Head
tconstruct:hammer_head:0, Cyanite Hammer Head
tconstruct:hammer_head:0, Blutonium Hammer Head
tconstruct:hammer_head:0, Ludicrite Hammer Head
tconstruct:hammer_head:0, Quartz Enriched Iron Hammer Head
tconstruct:hammer_head:0, Draconium Hammer Head
tconstruct:hammer_head:0, Wyvern Draconium Hammer Head
tconstruct:hammer_head:0, Awakened Draconium Hammer Head
tconstruct:hammer_head:0, Chaotic Draconium Hammer Head
tconstruct:hammer_head:0, Psimetal Hammer Head
tconstruct:hammer_head:0, Psigem Hammer Head
tconstruct:hammer_head:0, Ivory Psimetal Hammer Head
tconstruct:hammer_head:0, Ebony Psimetal Hammer Head
tconstruct:hammer_head:0, Dark Matter Hammer Head
tconstruct:hammer_head:0, Red Matter Hammer Head
tconstruct:hammer_head:0, Fluxed Electrum Hammer Head
tconstruct:hammer_head:0, Refined Iron Hammer Head
tconstruct:hammer_head:0, Tungsten Hammer Head
tconstruct:hammer_head:0, Titanium Hammer Head
tconstruct:hammer_head:0, Chrome Hammer Head
tconstruct:hammer_head:0, Advanced Alloy Hammer Head
tconstruct:hammer_head:0, Ruby Hammer Head
tconstruct:hammer_head:0, Sapphire Hammer Head
tconstruct:hammer_head:0, Peridot Hammer Head
tconstruct:hammer_head:0, Yellow Garnet Hammer Head
tconstruct:hammer_head:0, Red Garnet Hammer Head
tconstruct:hammer_head:0, Rubber Hammer Head
tconstruct:hammer_head:0, Certus Quartz Hammer Head
tconstruct:hammer_head:0, Fluix Crystal Hammer Head
tconstruct:hammer_head:0, Insanium Hammer Head
tconstruct:hammer_head:0, Alumite Hammer Head
tconstruct:hammer_head:0, Psimetal Hammer Head
tconstruct:hammer_head:0, Infinity Hammer Head
tconstruct:hammer_head:0, Certus Quartz Hammer Head
tconstruct:hammer_head:0, Fluix Crystal Hammer Head
tconstruct:hammer_head:0, Emerald Hammer Head
tconstruct:excavator_head:0, Electrical Excavator Head
tconstruct:excavator_head:0, Energetic Excavator Head
tconstruct:excavator_head:0, Vibrant Excavator Head
tconstruct:excavator_head:0, Red Excavator Head
tconstruct:excavator_head:0, Conductive Excavator Head
tconstruct:excavator_head:0, Pulsating Excavator Head
tconstruct:excavator_head:0, Dark Excavator Head
tconstruct:excavator_head:0, Souled Excavator Head
tconstruct:excavator_head:0, Excavator Head of the End
tconstruct:excavator_head:0, Fake-Iron Excavator Head
tconstruct:excavator_head:0, Wooden Excavator Head
tconstruct:excavator_head:0, Stone Excavator Head
tconstruct:excavator_head:0, Flint Excavator Head
tconstruct:excavator_head:0, Cactus Excavator Head
tconstruct:excavator_head:0, Bone Excavator Head
tconstruct:excavator_head:0, Obsidian Excavator Head
tconstruct:excavator_head:0, Prismarine Excavator Head
tconstruct:excavator_head:0, End Excavator Head
tconstruct:excavator_head:0, Paper Excavator Head
tconstruct:excavator_head:0, Sponge Excavator Head
tconstruct:excavator_head:0, Firewood Excavator Head
tconstruct:excavator_head:0, Iron Excavator Head
tconstruct:excavator_head:0, Pig Iron Excavator Head
tconstruct:excavator_head:0, Knightslime Excavator Head
tconstruct:excavator_head:0, Slime Excavator Head
tconstruct:excavator_head:0, Slime Excavator Head
tconstruct:excavator_head:0, Magma Slime Excavator Head
tconstruct:excavator_head:0, Netherrack Excavator Head
tconstruct:excavator_head:0, Cobalt Excavator Head
tconstruct:excavator_head:0, Ardite Excavator Head
tconstruct:excavator_head:0, Manyullyn Excavator Head
tconstruct:excavator_head:0, Copper Excavator Head
tconstruct:excavator_head:0, Bronze Excavator Head
tconstruct:excavator_head:0, Lead Excavator Head
tconstruct:excavator_head:0, Silver Excavator Head
tconstruct:excavator_head:0, Electrum Excavator Head
tconstruct:excavator_head:0, Steel Excavator Head
tconstruct:excavator_head:0, Magical Wooden Excavator Head
tconstruct:excavator_head:0, Evil Infused Excavator Head
tconstruct:excavator_head:0, Enchanted Excavator Head
tconstruct:excavator_head:0, Demonic Excavator Head
tconstruct:excavator_head:0, Prosperity Shard Excavator Head
tconstruct:excavator_head:0, Soulium Excavator Head
tconstruct:excavator_head:0, Base Essence Excavator Head
tconstruct:excavator_head:0, Inferium Excavator Head
tconstruct:excavator_head:0, Prudentium Excavator Head
tconstruct:excavator_head:0, Intermedium Excavator Head
tconstruct:excavator_head:0, Superium Excavator Head
tconstruct:excavator_head:0, Supremium Excavator Head
tconstruct:excavator_head:0, Plastic Excavator Head
tconstruct:excavator_head:0, Pink Slime Excavator Head
tconstruct:excavator_head:0, Reinforced Pink Slime Excavator Head
tconstruct:excavator_head:0, Enderium Excavator Head
tconstruct:excavator_head:0, Platinum Excavator Head
tconstruct:excavator_head:0, Iridium Excavator Head
tconstruct:excavator_head:0, Mithril Excavator Head
tconstruct:excavator_head:0, Signalum Excavator Head
tconstruct:excavator_head:0, Lumium Excavator Head
tconstruct:excavator_head:0, Constantan Excavator Head
tconstruct:excavator_head:0, Invar Excavator Head
tconstruct:excavator_head:0, Nickel Excavator Head
tconstruct:excavator_head:0, Tin Excavator Head
tconstruct:excavator_head:0, Brass Excavator Head
tconstruct:excavator_head:0, Aluminum Excavator Head
tconstruct:excavator_head:0, Zinc Excavator Head
tconstruct:excavator_head:0, Refined Obsidian Excavator Head
tconstruct:excavator_head:0, Refined Glowstone Excavator Head
tconstruct:excavator_head:0, Osmium Excavator Head
tconstruct:excavator_head:0, Manasteel Excavator Head
tconstruct:excavator_head:0, Terrasteel Excavator Head
tconstruct:excavator_head:0, Elementium Excavator Head
tconstruct:excavator_head:0, Gaia Spirit Excavator Head
tconstruct:excavator_head:0, Yellorium Excavator Head
tconstruct:excavator_head:0, Cyanite Excavator Head
tconstruct:excavator_head:0, Blutonium Excavator Head
tconstruct:excavator_head:0, Ludicrite Excavator Head
tconstruct:excavator_head:0, Quartz Enriched Iron Excavator Head
tconstruct:excavator_head:0, Draconium Excavator Head
tconstruct:excavator_head:0, Wyvern Draconium Excavator Head
tconstruct:excavator_head:0, Awakened Draconium Excavator Head
tconstruct:excavator_head:0, Chaotic Draconium Excavator Head
tconstruct:excavator_head:0, Psimetal Excavator Head
tconstruct:excavator_head:0, Psigem Excavator Head
tconstruct:excavator_head:0, Ivory Psimetal Excavator Head
tconstruct:excavator_head:0, Ebony Psimetal Excavator Head
tconstruct:excavator_head:0, Dark Matter Excavator Head
tconstruct:excavator_head:0, Red Matter Excavator Head
tconstruct:excavator_head:0, Fluxed Electrum Excavator Head
tconstruct:excavator_head:0, Refined Iron Excavator Head
tconstruct:excavator_head:0, Tungsten Excavator Head
tconstruct:excavator_head:0, Titanium Excavator Head
tconstruct:excavator_head:0, Chrome Excavator Head
tconstruct:excavator_head:0, Advanced Alloy Excavator Head
tconstruct:excavator_head:0, Ruby Excavator Head
tconstruct:excavator_head:0, Sapphire Excavator Head
tconstruct:excavator_head:0, Peridot Excavator Head
tconstruct:excavator_head:0, Yellow Garnet Excavator Head
tconstruct:excavator_head:0, Red Garnet Excavator Head
tconstruct:excavator_head:0, Rubber Excavator Head
tconstruct:excavator_head:0, Certus Quartz Excavator Head
tconstruct:excavator_head:0, Fluix Crystal Excavator Head
tconstruct:excavator_head:0, Insanium Excavator Head
tconstruct:excavator_head:0, Alumite Excavator Head
tconstruct:excavator_head:0, Psimetal Excavator Head
tconstruct:excavator_head:0, Infinity Excavator Head
tconstruct:excavator_head:0, Certus Quartz Excavator Head
tconstruct:excavator_head:0, Fluix Crystal Excavator Head
tconstruct:excavator_head:0, Emerald Excavator Head
tconstruct:kama_head:0, Electrical Kama Head
tconstruct:kama_head:0, Energetic Kama Head
tconstruct:kama_head:0, Vibrant Kama Head
tconstruct:kama_head:0, Red Kama Head
tconstruct:kama_head:0, Conductive Kama Head
tconstruct:kama_head:0, Pulsating Kama Head
tconstruct:kama_head:0, Dark Kama Head
tconstruct:kama_head:0, Souled Kama Head
tconstruct:kama_head:0, Kama Head of the End
tconstruct:kama_head:0, Fake-Iron Kama Head
tconstruct:kama_head:0, Wooden Kama Head
tconstruct:kama_head:0, Stone Kama Head
tconstruct:kama_head:0, Flint Kama Head
tconstruct:kama_head:0, Cactus Kama Head
tconstruct:kama_head:0, Bone Kama Head
tconstruct:kama_head:0, Obsidian Kama Head
tconstruct:kama_head:0, Prismarine Kama Head
tconstruct:kama_head:0, End Kama Head
tconstruct:kama_head:0, Paper Kama Head
tconstruct:kama_head:0, Sponge Kama Head
tconstruct:kama_head:0, Firewood Kama Head
tconstruct:kama_head:0, Iron Kama Head
tconstruct:kama_head:0, Pig Iron Kama Head
tconstruct:kama_head:0, Knightslime Kama Head
tconstruct:kama_head:0, Slime Kama Head
tconstruct:kama_head:0, Slime Kama Head
tconstruct:kama_head:0, Magma Slime Kama Head
tconstruct:kama_head:0, Netherrack Kama Head
tconstruct:kama_head:0, Cobalt Kama Head
tconstruct:kama_head:0, Ardite Kama Head
tconstruct:kama_head:0, Manyullyn Kama Head
tconstruct:kama_head:0, Copper Kama Head
tconstruct:kama_head:0, Bronze Kama Head
tconstruct:kama_head:0, Lead Kama Head
tconstruct:kama_head:0, Silver Kama Head
tconstruct:kama_head:0, Electrum Kama Head
tconstruct:kama_head:0, Steel Kama Head
tconstruct:kama_head:0, Magical Wooden Kama Head
tconstruct:kama_head:0, Evil Infused Kama Head
tconstruct:kama_head:0, Enchanted Kama Head
tconstruct:kama_head:0, Demonic Kama Head
tconstruct:kama_head:0, Prosperity Shard Kama Head
tconstruct:kama_head:0, Soulium Kama Head
tconstruct:kama_head:0, Base Essence Kama Head
tconstruct:kama_head:0, Inferium Kama Head
tconstruct:kama_head:0, Prudentium Kama Head
tconstruct:kama_head:0, Intermedium Kama Head
tconstruct:kama_head:0, Superium Kama Head
tconstruct:kama_head:0, Supremium Kama Head
tconstruct:kama_head:0, Plastic Kama Head
tconstruct:kama_head:0, Pink Slime Kama Head
tconstruct:kama_head:0, Reinforced Pink Slime Kama Head
tconstruct:kama_head:0, Enderium Kama Head
tconstruct:kama_head:0, Platinum Kama Head
tconstruct:kama_head:0, Iridium Kama Head
tconstruct:kama_head:0, Mithril Kama Head
tconstruct:kama_head:0, Signalum Kama Head
tconstruct:kama_head:0, Lumium Kama Head
tconstruct:kama_head:0, Constantan Kama Head
tconstruct:kama_head:0, Invar Kama Head
tconstruct:kama_head:0, Nickel Kama Head
tconstruct:kama_head:0, Tin Kama Head
tconstruct:kama_head:0, Brass Kama Head
tconstruct:kama_head:0, Aluminum Kama Head
tconstruct:kama_head:0, Zinc Kama Head
tconstruct:kama_head:0, Refined Obsidian Kama Head
tconstruct:kama_head:0, Refined Glowstone Kama Head
tconstruct:kama_head:0, Osmium Kama Head
tconstruct:kama_head:0, Manasteel Kama Head
tconstruct:kama_head:0, Terrasteel Kama Head
tconstruct:kama_head:0, Elementium Kama Head
tconstruct:kama_head:0, Gaia Spirit Kama Head
tconstruct:kama_head:0, Yellorium Kama Head
tconstruct:kama_head:0, Cyanite Kama Head
tconstruct:kama_head:0, Blutonium Kama Head
tconstruct:kama_head:0, Ludicrite Kama Head
tconstruct:kama_head:0, Quartz Enriched Iron Kama Head
tconstruct:kama_head:0, Draconium Kama Head
tconstruct:kama_head:0, Wyvern Draconium Kama Head
tconstruct:kama_head:0, Awakened Draconium Kama Head
tconstruct:kama_head:0, Chaotic Draconium Kama Head
tconstruct:kama_head:0, Psimetal Kama Head
tconstruct:kama_head:0, Psigem Kama Head
tconstruct:kama_head:0, Ivory Psimetal Kama Head
tconstruct:kama_head:0, Ebony Psimetal Kama Head
tconstruct:kama_head:0, Dark Matter Kama Head
tconstruct:kama_head:0, Red Matter Kama Head
tconstruct:kama_head:0, Fluxed Electrum Kama Head
tconstruct:kama_head:0, Refined Iron Kama Head
tconstruct:kama_head:0, Tungsten Kama Head
tconstruct:kama_head:0, Titanium Kama Head
tconstruct:kama_head:0, Chrome Kama Head
tconstruct:kama_head:0, Advanced Alloy Kama Head
tconstruct:kama_head:0, Ruby Kama Head
tconstruct:kama_head:0, Sapphire Kama Head
tconstruct:kama_head:0, Peridot Kama Head
tconstruct:kama_head:0, Yellow Garnet Kama Head
tconstruct:kama_head:0, Red Garnet Kama Head
tconstruct:kama_head:0, Rubber Kama Head
tconstruct:kama_head:0, Certus Quartz Kama Head
tconstruct:kama_head:0, Fluix Crystal Kama Head
tconstruct:kama_head:0, Insanium Kama Head
tconstruct:kama_head:0, Alumite Kama Head
tconstruct:kama_head:0, Psimetal Kama Head
tconstruct:kama_head:0, Infinity Kama Head
tconstruct:kama_head:0, Certus Quartz Kama Head
tconstruct:kama_head:0, Fluix Crystal Kama Head
tconstruct:kama_head:0, Emerald Kama Head
tconstruct:scythe_head:0, Electrical Scythe Head
tconstruct:scythe_head:0, Energetic Scythe Head
tconstruct:scythe_head:0, Vibrant Scythe Head
tconstruct:scythe_head:0, Red Scythe Head
tconstruct:scythe_head:0, Conductive Scythe Head
tconstruct:scythe_head:0, Pulsating Scythe Head
tconstruct:scythe_head:0, Dark Scythe Head
tconstruct:scythe_head:0, Souled Scythe Head
tconstruct:scythe_head:0, Scythe Head of the End
tconstruct:scythe_head:0, Fake-Iron Scythe Head
tconstruct:scythe_head:0, Wooden Scythe Head
tconstruct:scythe_head:0, Stone Scythe Head
tconstruct:scythe_head:0, Flint Scythe Head
tconstruct:scythe_head:0, Cactus Scythe Head
tconstruct:scythe_head:0, Bone Scythe Head
tconstruct:scythe_head:0, Obsidian Scythe Head
tconstruct:scythe_head:0, Prismarine Scythe Head
tconstruct:scythe_head:0, End Scythe Head
tconstruct:scythe_head:0, Paper Scythe Head
tconstruct:scythe_head:0, Sponge Scythe Head
tconstruct:scythe_head:0, Firewood Scythe Head
tconstruct:scythe_head:0, Iron Scythe Head
tconstruct:scythe_head:0, Pig Iron Scythe Head
tconstruct:scythe_head:0, Knightslime Scythe Head
tconstruct:scythe_head:0, Slime Scythe Head
tconstruct:scythe_head:0, Slime Scythe Head
tconstruct:scythe_head:0, Magma Slime Scythe Head
tconstruct:scythe_head:0, Netherrack Scythe Head
tconstruct:scythe_head:0, Cobalt Scythe Head
tconstruct:scythe_head:0, Ardite Scythe Head
tconstruct:scythe_head:0, Manyullyn Scythe Head
tconstruct:scythe_head:0, Copper Scythe Head
tconstruct:scythe_head:0, Bronze Scythe Head
tconstruct:scythe_head:0, Lead Scythe Head
tconstruct:scythe_head:0, Silver Scythe Head
tconstruct:scythe_head:0, Electrum Scythe Head
tconstruct:scythe_head:0, Steel Scythe Head
tconstruct:scythe_head:0, Magical Wooden Scythe Head
tconstruct:scythe_head:0, Evil Infused Scythe Head
tconstruct:scythe_head:0, Enchanted Scythe Head
tconstruct:scythe_head:0, Demonic Scythe Head
tconstruct:scythe_head:0, Prosperity Shard Scythe Head
tconstruct:scythe_head:0, Soulium Scythe Head
tconstruct:scythe_head:0, Base Essence Scythe Head
tconstruct:scythe_head:0, Inferium Scythe Head
tconstruct:scythe_head:0, Prudentium Scythe Head
tconstruct:scythe_head:0, Intermedium Scythe Head
tconstruct:scythe_head:0, Superium Scythe Head
tconstruct:scythe_head:0, Supremium Scythe Head
tconstruct:scythe_head:0, Plastic Scythe Head
tconstruct:scythe_head:0, Pink Slime Scythe Head
tconstruct:scythe_head:0, Reinforced Pink Slime Scythe Head
tconstruct:scythe_head:0, Enderium Scythe Head
tconstruct:scythe_head:0, Platinum Scythe Head
tconstruct:scythe_head:0, Iridium Scythe Head
tconstruct:scythe_head:0, Mithril Scythe Head
tconstruct:scythe_head:0, Signalum Scythe Head
tconstruct:scythe_head:0, Lumium Scythe Head
tconstruct:scythe_head:0, Constantan Scythe Head
tconstruct:scythe_head:0, Invar Scythe Head
tconstruct:scythe_head:0, Nickel Scythe Head
tconstruct:scythe_head:0, Tin Scythe Head
tconstruct:scythe_head:0, Brass Scythe Head
tconstruct:scythe_head:0, Aluminum Scythe Head
tconstruct:scythe_head:0, Zinc Scythe Head
tconstruct:scythe_head:0, Refined Obsidian Scythe Head
tconstruct:scythe_head:0, Refined Glowstone Scythe Head
tconstruct:scythe_head:0, Osmium Scythe Head
tconstruct:scythe_head:0, Manasteel Scythe Head
tconstruct:scythe_head:0, Terrasteel Scythe Head
tconstruct:scythe_head:0, Elementium Scythe Head
tconstruct:scythe_head:0, Gaia Spirit Scythe Head
tconstruct:scythe_head:0, Yellorium Scythe Head
tconstruct:scythe_head:0, Cyanite Scythe Head
tconstruct:scythe_head:0, Blutonium Scythe Head
tconstruct:scythe_head:0, Ludicrite Scythe Head
tconstruct:scythe_head:0, Quartz Enriched Iron Scythe Head
tconstruct:scythe_head:0, Draconium Scythe Head
tconstruct:scythe_head:0, Wyvern Draconium Scythe Head
tconstruct:scythe_head:0, Awakened Draconium Scythe Head
tconstruct:scythe_head:0, Chaotic Draconium Scythe Head
tconstruct:scythe_head:0, Psimetal Scythe Head
tconstruct:scythe_head:0, Psigem Scythe Head
tconstruct:scythe_head:0, Ivory Psimetal Scythe Head
tconstruct:scythe_head:0, Ebony Psimetal Scythe Head
tconstruct:scythe_head:0, Dark Matter Scythe Head
tconstruct:scythe_head:0, Red Matter Scythe Head
tconstruct:scythe_head:0, Fluxed Electrum Scythe Head
tconstruct:scythe_head:0, Refined Iron Scythe Head
tconstruct:scythe_head:0, Tungsten Scythe Head
tconstruct:scythe_head:0, Titanium Scythe Head
tconstruct:scythe_head:0, Chrome Scythe Head
tconstruct:scythe_head:0, Advanced Alloy Scythe Head
tconstruct:scythe_head:0, Ruby Scythe Head
tconstruct:scythe_head:0, Sapphire Scythe Head
tconstruct:scythe_head:0, Peridot Scythe Head
tconstruct:scythe_head:0, Yellow Garnet Scythe Head
tconstruct:scythe_head:0, Red Garnet Scythe Head
tconstruct:scythe_head:0, Rubber Scythe Head
tconstruct:scythe_head:0, Certus Quartz Scythe Head
tconstruct:scythe_head:0, Fluix Crystal Scythe Head
tconstruct:scythe_head:0, Insanium Scythe Head
tconstruct:scythe_head:0, Alumite Scythe Head
tconstruct:scythe_head:0, Psimetal Scythe Head
tconstruct:scythe_head:0, Infinity Scythe Head
tconstruct:scythe_head:0, Certus Quartz Scythe Head
tconstruct:scythe_head:0, Fluix Crystal Scythe Head
tconstruct:scythe_head:0, Emerald Scythe Head
tconstruct:pan_head:0, Electrical Pan
tconstruct:pan_head:0, Energetic Pan
tconstruct:pan_head:0, Vibrant Pan
tconstruct:pan_head:0, Red Pan
tconstruct:pan_head:0, Conductive Pan
tconstruct:pan_head:0, Pulsating Pan
tconstruct:pan_head:0, Dark Pan
tconstruct:pan_head:0, Souled Pan
tconstruct:pan_head:0, Pan of the End
tconstruct:pan_head:0, Fake-Iron Pan
tconstruct:pan_head:0, Wooden Pan
tconstruct:pan_head:0, Stone Pan
tconstruct:pan_head:0, Flint Pan
tconstruct:pan_head:0, Cactus Pan
tconstruct:pan_head:0, Bone Pan
tconstruct:pan_head:0, Obsidian Pan
tconstruct:pan_head:0, Prismarine Pan
tconstruct:pan_head:0, End Pan
tconstruct:pan_head:0, Paper Pan
tconstruct:pan_head:0, Sponge Pan
tconstruct:pan_head:0, Firewood Pan
tconstruct:pan_head:0, Iron Pan
tconstruct:pan_head:0, Pig Iron Pan
tconstruct:pan_head:0, Knightslime Pan
tconstruct:pan_head:0, Slime Pan
tconstruct:pan_head:0, Slime Pan
tconstruct:pan_head:0, Magma Slime Pan
tconstruct:pan_head:0, Netherrack Pan
tconstruct:pan_head:0, Cobalt Pan
tconstruct:pan_head:0, Ardite Pan
tconstruct:pan_head:0, Manyullyn Pan
